Date,Demographic_category,Administered_Dose1,Administered_Dose1_pct_known,Administered_Dose1_pct_US,Series_Complete_Yes,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup,Series_Complete_Pop_Pct_known,Series_Complete_Pop_Pct_US,Booster_Doses_Vax_pct_agegroup,Booster_Doses_Pop_Pct_known,Booster_Doses_Vax_Pct_US,Booster_Doses_Pop_Pct_known_Last14Days,Booster_Doses_Yes,Booster_Doses_Yes_Last14Days
03/14/2021,Sex_Female,44108600,57,56.3,25546948,26.2,15.2,58.5,57.8,0,57,58.5,56.3,471,184
03/14/2021,Race_eth_NHWhite,37412744,65.8,47.8,22043371,19,11.2,68.3,49.9,0,32.7,68.3,34.8,261,111
03/14/2021,Sex_known,77385010,99.9,98.8,43686407,,,99.9,98.9,0,99.9,99.9,99.9,827,327
03/14/2021,Race_eth_unknown,21482759,37.8,27.4,11923278,,,37,27,0,3.5,37,2.5,28,8
03/14/2021,Ages_5-11_yrs,5415,0,0,502,0,0,0,0,0,0,0,0,0,0
03/14/2021,Ages_<5yrs,10427,0,0,2011,0.1,0,0,0,0,0,0,0,0,0
03/14/2021,Race_eth_NHBlack,4311277,7.6,5.5,2161828,10.5,5.2,6.7,4.9,0,4.5,6.7,4.1,36,13
03/14/2021,Age_known,78302443,99.9,99.9,44185555,,,99.9,99.9,0,99.9,99.9,99.9,827,327
03/14/2021,Ages_<12yrs,18207,0,0,2948,0,0,0,0,0,0,0,0,0,0
03/14/2021,Sex_unknown,922654,1.2,1.2,499959,,,1.1,1.1,0,0,1.1,0,0,0
03/14/2021,Ages_18-24_yrs,2825728,3.6,3.6,1449493,9.2,4.7,3.3,3.3,0,0.8,3.3,1.2,7,4
03/14/2021,US,78307664,,100,44186366,23.6,13.3,,100,0,,100,,827,327
03/14/2021,Ages_75+_yrs,16164472,20.6,20.6,10943936,70.6,47.8,24.8,24.8,0,18.3,24.8,19.3,151,63
03/14/2021,Sex_Male,33276410,43,42.5,18139459,20.4,11.1,41.5,41.1,0,43,41.5,43.7,356,143
03/14/2021,Ages_40-49_yrs,8600450,11,11,4821796,21.1,11.8,10.9,10.9,0,7.4,10.9,7,61,23
03/14/2021,Race_eth_Hispanic,6923390,12.2,8.8,3346423,10.9,5.2,10.4,7.6,0,11.6,10.4,11.6,93,37
03/14/2021,Race_eth_NHMult_Oth,4209144,7.4,5.4,2474041,,,7.7,5.6,0,45.1,7.7,43.9,360,140
03/14/2021,Race_eth_NHNHOPI,138579,0.2,0.2,79249,14.9,8.5,0.2,0.2,0,0.1,0.2,0,1,0
03/14/2021,Age_unknown,5221,0,0,811,,,0,0,0,0,0,0,0,0
03/14/2021,Ages_16-17_yrs,152758,0.2,0.2,50502,1.8,0.6,0.1,0.1,0,0,0.1,0,0,0
03/14/2021,Ages_50-64_yrs,18028313,23,23,8788035,28.3,13.8,19.9,19.9,0,24.8,19.9,25.4,205,83
03/14/2021,Race_eth_NHOther,2763725,4.9,3.5,1591491,,,4.9,3.6,0,1.8,4.9,0.3,14,1
03/14/2021,Ages_65-74_yrs,21339220,27.3,27.3,11688325,66.9,36.7,26.5,26.5,0,40.9,26.5,41,338,134
03/14/2021,Ages_25-39_yrs,11165807,14.3,14.3,6438811,16.3,9.4,14.6,14.6,0,7.9,14.6,6.1,65,20
03/14/2021,Race_eth_known,56824904,99.9,72.6,32263084,,,99.9,73,0,99.9,99.9,99.9,799,319
03/14/2021,Ages_12-17_yrs,160246,0.2,0.2,52211,0.6,0.2,0.1,0.1,0,0,0.1,0,0,0
03/13/2021,Race_eth_NHAsian,3082915,5.5,4,1683365,16.2,8.9,5.3,3.8,0,5.6,5.3,5.4,44,18
03/13/2021,Sex_known,76741575,99.9,98.8,43261322,,,99.9,98.9,0,99.9,99.9,99.9,815,340
03/13/2021,Ages_12-17_yrs,155483,0.2,0.2,51548,0.6,0.2,0.1,0.1,0,0,0.1,0,0,0
03/13/2021,Age_known,77653334,99.9,99.9,43758329,,,99.9,99.9,0,99.9,99.9,99.9,815,340
03/13/2021,Ages_65-74_yrs,21245115,27.4,27.4,11547917,66.6,36.2,26.4,26.4,0,41.1,26.4,41.5,335,141
03/13/2021,Race_eth_NHNHOPI,137573,0.2,0.2,78617,14.8,8.5,0.2,0.2,0,0.1,0.2,0,1,0
03/13/2021,Ages_18-24_yrs,2783608,3.6,3.6,1434776,9.1,4.7,3.3,3.3,0,0.9,3.3,1.2,7,4
03/13/2021,Race_eth_NHAIAN,700052,1.2,0.9,451619,28.7,18.5,1.4,1,0,0.3,1.4,0.3,2,1
03/13/2021,Age_unknown,5204,0,0,808,,,0,0,0,0,0,0,0,0
03/13/2021,Race_eth_NHWhite,37125828,65.9,47.8,21829960,18.8,11.1,68.3,49.9,0,32.7,68.3,35.6,257,118
03/13/2021,Race_eth_NHBlack,4265781,7.6,5.5,2136574,10.3,5.2,6.7,4.9,0,4.6,6.7,3.9,36,13
03/13/2021,Ages_75+_yrs,16121831,20.8,20.8,10868867,70.4,47.5,24.8,24.8,0,18,24.8,18.5,147,63
03/13/2021,Race_eth_NHMult_Oth,4182617,7.4,5.4,2460556,,,7.7,5.6,0,45.4,7.7,44.4,357,147
03/13/2021,Sex_Female,43757294,57,56.3,25310168,26,15,58.5,57.8,0,57.2,58.5,56.2,466,191
03/13/2021,Ages_40-49_yrs,8500073,10.9,10.9,4777155,20.8,11.7,10.9,10.9,0,7.5,10.9,6.8,61,23
03/13/2021,US,77658538,,100,43759137,23.4,13.2,,100,0,,100,,815,340
03/13/2021,Ages_<5yrs,10274,0,0,1992,0.1,0,0,0,0,0,0,0,0,0
03/13/2021,Ages_50-64_yrs,17790920,22.9,22.9,8690033,27.9,13.7,19.9,19.9,0,24.5,19.9,25.3,200,86
03/13/2021,Race_eth_NHMultiracial,1434034,2.5,1.8,876884,19.5,11.9,2.7,2,0,43.6,2.7,43.5,343,144
03/13/2021,Race_eth_unknown,21321636,37.8,27.5,11807802,,,37,27,0,3.6,37,2.7,28,9
03/13/2021,Ages_12-15_yrs,7306,0,0,1685,0,0,0,0,0,0,0,0,0,0
03/13/2021,Race_eth_Hispanic,6842135,12.1,8.8,3310640,10.7,5.2,10.4,7.6,0,11.4,10.4,10.3,90,34
03/13/2021,Sex_Male,32984281,43,42.5,17951154,20.2,11,41.5,41,0,42.8,41.5,43.8,349,149
03/13/2021,Ages_16-17_yrs,148177,0.2,0.2,49863,1.8,0.6,0.1,0.1,0,0,0.1,0,0,0
03/13/2021,Race_eth_NHOther,2748583,4.9,3.5,1583672,,,5,3.6,0,1.8,5,0.9,14,3
03/13/2021,Sex_unknown,916963,1.2,1.2,497815,,,1.2,1.1,0,0,1.1,0,0,0
03/13/2021,Ages_25-39_yrs,11038327,14.2,14.2,6385108,16.1,9.3,14.6,14.6,0,8,14.6,6.8,65,23
03/13/2021,Ages_<12yrs,17977,0,0,2925,0,0,0,0,0,0,0,0,0,0
03/13/2021,Ages_5-11_yrs,5343,0,0,498,0,0,0,0,0,0,0,0,0,0
03/13/2021,Race_eth_known,56336901,99.9,72.5,31951331,,,99.9,73,0,99.9,99.9,99.9,787,331
03/12/2021,Ages_25-39_yrs,10785578,14.1,14.1,6271553,15.8,9.2,14.7,14.7,0,8.2,14.7,7,65,24
03/12/2021,Age_unknown,5171,0,0,798,,,0,0,0,0,0,0,0,0
03/12/2021,Ages_16-17_yrs,140910,0.2,0.2,48604,1.7,0.6,0.1,0.1,0,0,0.1,0,0,0
03/12/2021,Race_eth_NHNHOPI,133809,0.2,0.2,76640,14.4,8.3,0.2,0.2,0,0.1,0.2,0,1,0
03/12/2021,Race_eth_NHWhite,36509887,66,47.9,21301938,18.5,10.8,68.3,49.8,0,32.6,68.3,34.6,250,116
03/12/2021,Sex_Female,43005772,57.1,56.4,24755170,25.5,14.7,58.6,57.9,0,57.3,58.6,57.8,455,199
03/12/2021,Ages_<12yrs,17556,0,0,2846,0,0,0,0,0,0,0,0,0,0
03/12/2021,Ages_40-49_yrs,8295212,10.9,10.9,4679556,20.3,11.5,10.9,10.9,0,7.3,11,6.4,58,22
03/12/2021,Ages_12-17_yrs,147913,0.2,0.2,50237,0.6,0.2,0.1,0.1,0,0,0.1,0,0,0
03/12/2021,Age_known,76266808,99.9,99.9,42738473,,,99.9,99.9,0,99.9,99.9,99.9,794,344
03/12/2021,Ages_18-24_yrs,2702932,3.5,3.5,1403724,8.8,4.6,3.3,3.3,0,0.8,3.3,1.2,6,4
03/12/2021,Race_eth_NHAsian,3003671,5.4,3.9,1641791,15.8,8.6,5.3,3.8,0,5.4,5.3,4.8,41,16
03/12/2021,Ages_75+_yrs,16019994,21,21,10671272,69.9,46.6,25,25,0,18.4,25,18.9,146,65
03/12/2021,Ages_<5yrs,9991,0,0,1942,0.1,0,0,0,0,0,0,0,0,0
03/12/2021,Race_eth_unknown,20985076,38,27.5,11558790,,,37.1,27,0,3.7,37.1,2.7,28,9
03/12/2021,Sex_Male,32362122,42.9,42.4,17491900,19.8,10.7,41.4,40.9,0,42.7,41.4,42.2,339,145
03/12/2021,US,76271979,,100,42739271,23,12.9,,100,0,,100,,794,344
03/12/2021,Ages_5-11_yrs,5222,0,0,474,0,0,0,0,0,0,0,0,0,0
03/12/2021,Ages_65-74_yrs,21019553,27.6,27.6,11196616,65.9,35.1,26.2,26.2,0,41.1,26.2,41.3,326,142
03/12/2021,Race_eth_NHOther,2713735,4.9,3.6,1564282,,,5,3.7,0,1.8,5,0.9,14,3
03/12/2021,Race_eth_NHMult_Oth,4123975,7.5,5.4,2427269,,,7.8,5.7,0,45.4,7.8,45.7,348,153
03/12/2021,Race_eth_NHAIAN,695446,1.3,0.9,443640,28.6,18.2,1.4,1,0,0.3,1.4,0.3,2,1
03/12/2021,Race_eth_NHBlack,4160083,7.5,5.5,2067108,10.1,5,6.6,4.8,0,4.6,6.6,3.9,35,13
03/12/2021,Race_eth_Hispanic,6660031,12,8.7,3222091,10.4,5.1,10.3,7.5,0,11.6,10.3,10.7,89,36
03/12/2021,Race_eth_known,55286902,99.9,72.5,31180477,,,99.9,73,0,99.9,99.9,99.9,766,335
03/12/2021,Sex_unknown,904085,1.2,1.2,492201,,,1.2,1.2,0,0,1.2,0,0,0
03/12/2021,Race_eth_NHMultiracial,1410240,2.6,1.8,862987,19.2,11.8,2.8,2,0,43.6,2.8,44.8,334,150
03/12/2021,Ages_50-64_yrs,17278070,22.7,22.7,8462669,27.1,13.3,19.8,19.8,0,24.3,19.8,25.3,193,87
03/12/2021,Sex_known,75367894,99.9,98.8,42247070,,,99.9,98.8,0,99.9,99.9,99.9,794,344
03/12/2021,Ages_12-15_yrs,7003,0,0,1633,0,0,0,0,0,0,0,0,0,0
03/11/2021,Age_known,74146364,99.9,99.9,41207588,,,99.9,99.9,0,99.9,99.9,99.9,759,337
03/11/2021,Race_eth_unknown,20458093,38.1,27.6,11158984,,,37.1,27.1,0,3.7,37.1,2.4,27,8
03/11/2021,Ages_12-15_yrs,6699,0,0,1566,0,0,0,0,0,0,0,0,0,0
03/11/2021,Race_eth_NHMult_Oth,4038363,7.5,5.4,2374643,,,7.9,5.8,0,45.4,7.9,45.9,332,151
03/11/2021,Race_eth_NHAIAN,685181,1.3,0.9,428866,28.1,17.6,1.4,1,0,0.3,1.4,0.3,2,1
03/11/2021,Race_eth_NHAsian,2912316,5.4,3.9,1589941,15.3,8.4,5.3,3.9,0,5.2,5.3,5.2,38,17
03/11/2021,Ages_12-17_yrs,138848,0.2,0.2,48523,0.5,0.2,0.1,0.1,0,0,0.1,0,0,0
03/11/2021,Race_eth_NHWhite,35527565,66.2,47.9,20520048,18,10.4,68.3,49.8,0,32.8,68.3,34,240,112
03/11/2021,Age_unknown,5050,0,0,779,,,0,0,0,0,0,0,0,0
03/11/2021,Ages_<5yrs,9736,0,0,1894,0,0,0,0,0,0,0,0,0,0
03/11/2021,Race_eth_NHMultiracial,1370914,2.6,1.8,841452,18.7,11.5,2.8,2,0,43.4,2.8,44.7,318,147
03/11/2021,Ages_<12yrs,17127,0,0,2749,0,0,0,0,0,0,0,0,0,0
03/11/2021,Ages_16-17_yrs,132149,0.2,0.2,46957,1.6,0.6,0.1,0.1,0,0,0.1,0,0,0
03/11/2021,Sex_Male,31410711,42.9,42.4,16821032,19.2,10.3,41.3,40.8,0,43,41.3,41.5,326,140
03/11/2021,Sex_known,73269838,99.9,98.8,40727909,,,99.9,98.8,0,99.9,99.9,99.9,759,337
03/11/2021,Sex_Female,41859127,57.1,56.5,23906877,24.8,14.2,58.7,58,0,57,58.7,58.5,433,197
03/11/2021,Ages_5-11_yrs,5105,0,0,452,0,0,0,0,0,0,0,0,0,0
03/11/2021,Ages_65-74_yrs,20649670,27.8,27.8,10675078,64.8,33.5,25.9,25.9,0,41,25.9,41.8,311,141
03/11/2021,Race_eth_NHOther,2667449,5,3.6,1533191,,,5.1,3.7,0,1.9,5.1,1.2,14,4
03/11/2021,US,74151414,,100,41208367,22.3,12.4,,100,0,,100,,759,337
03/11/2021,Race_eth_NHNHOPI,129758,0.2,0.2,74153,14,8,0.2,0.2,0,0.1,0.2,0,1,0
03/11/2021,Race_eth_NHBlack,3997647,7.4,5.4,1977156,9.7,4.8,6.6,4.8,0,4.6,6.6,4.3,34,14
03/11/2021,Sex_unknown,881576,1.2,1.2,480458,,,1.2,1.2,0,0,1.2,0,0,0
03/11/2021,Ages_18-24_yrs,2589663,3.5,3.5,1354129,8.5,4.4,3.3,3.3,0,0.8,3.3,1.2,6,4
03/11/2021,Ages_50-64_yrs,16495021,22.2,22.2,8140920,25.9,12.8,19.8,19.8,0,24.4,19.8,25.2,185,85
03/11/2021,Ages_40-49_yrs,7993358,10.8,10.8,4532385,19.6,11.1,11,11,0,7.5,11,6.5,57,22
03/11/2021,Race_eth_Hispanic,6402490,11.9,8.6,3084572,10,4.8,10.3,7.5,0,11.6,10.3,10.3,85,34
03/11/2021,Race_eth_known,53693320,99.9,72.4,30049379,,,99.9,72.9,0,99.9,99.9,99.9,732,329
03/11/2021,Ages_25-39_yrs,10417557,14,14,6093756,15.2,8.9,14.8,14.8,0,7.9,14.8,5.9,60,20
03/11/2021,Ages_75+_yrs,15845120,21.4,21.4,10360048,69.2,45.2,25.1,25.1,0,18.4,25.1,19.3,140,65
03/10/2021,Ages_<5yrs,9487,0,0,1858,0,0,0,0,0,0,0,0,0,0
03/10/2021,Ages_<12yrs,16764,0,0,2679,0,0,0,0,0,0,0,0,0,0
03/10/2021,Ages_18-24_yrs,2477436,3.4,3.4,1313041,8.1,4.3,3.3,3.3,0,0.8,3.3,1.1,6,4
03/10/2021,Ages_65-74_yrs,20209135,28.1,28.1,10196197,63.4,32,25.6,25.6,0,40.7,25.6,42.7,298,159
03/10/2021,Sex_Male,30368270,42.8,42.3,16192005,18.6,9.9,41.2,40.7,0,43.2,41.2,40.9,316,152
03/10/2021,US,71870876,,100,39806318,21.6,12,,100,0,,100,,732,372
03/10/2021,Ages_50-64_yrs,15652756,21.8,21.8,7852458,24.6,12.3,19.7,19.7,0,24.9,19.7,25.8,182,96
03/10/2021,Sex_known,71008913,99.9,98.8,39335607,,,99.9,98.8,0,99.9,99.9,99.9,732,372
03/10/2021,Race_eth_NHAsian,2818345,5.4,3.9,1543160,14.8,8.1,5.3,3.9,0,5.1,5.3,5,36,18
03/10/2021,Ages_5-11_yrs,5047,0,0,427,0,0,0,0,0,0,0,0,0,0
03/10/2021,Ages_40-49_yrs,7692394,10.7,10.7,4405241,18.9,10.8,11.1,11.1,0,7.7,11.1,6.2,56,23
03/10/2021,Sex_unknown,861963,1.2,1.2,470711,,,1.2,1.2,0,0,1.2,0,0,0
03/10/2021,Ages_12-15_yrs,6488,0,0,1491,0,0,0,0,0,0,0,0,0,0
03/10/2021,Race_eth_unknown,19898670,38.3,27.7,10809669,,,37.3,27.2,0,3.7,37.3,2.8,26,10
03/10/2021,Sex_Female,40640643,57.2,56.5,23143602,24.1,13.7,58.8,58.1,0,56.8,58.8,59.1,416,220
03/10/2021,Race_eth_NHWhite,34430294,66.2,47.9,19795926,17.4,10,68.3,49.7,0,33,68.3,36.2,233,131
03/10/2021,Race_eth_NHNHOPI,125928,0.2,0.2,72036,13.6,7.8,0.2,0.2,0,0.1,0.2,0,1,0
03/10/2021,Race_eth_NHAIAN,672163,1.3,0.9,412288,27.6,16.9,1.4,1,0,0.3,1.4,0.3,2,1
03/10/2021,Age_known,71865882,99.9,99.9,39805547,,,99.9,99.9,0,99.9,99.9,99.9,732,372
03/10/2021,Age_unknown,4994,0,0,771,,,0,0,0,0,0,0,0,0
03/10/2021,Ages_25-39_yrs,10053646,14,14,5942252,14.7,8.7,14.9,14.9,0,8.1,14.9,5.9,59,22
03/10/2021,Race_eth_NHBlack,3834863,7.4,5.3,1894943,9.3,4.6,6.5,4.8,0,4.8,6.5,4.4,34,16
03/10/2021,Race_eth_NHMult_Oth,3946949,7.6,5.5,2323661,,,8,5.8,0,45,8,43.4,318,157
03/10/2021,Race_eth_known,51972205,99.9,72.3,28996645,,,99.9,72.8,0,99.9,99.9,99.9,706,362
03/10/2021,Ages_16-17_yrs,123621,0.2,0.2,45632,1.5,0.5,0.1,0.1,0,0,0.1,0,0,0
03/10/2021,Ages_75+_yrs,15633642,21.8,21.8,10046556,68.3,43.9,25.2,25.2,0,17.9,25.2,18.3,131,68
03/10/2021,Race_eth_NHMultiracial,1328592,2.6,1.8,818930,18.1,11.2,2.8,2.1,0,43.2,2.8,42.3,305,153
03/10/2021,Ages_12-17_yrs,130109,0.2,0.2,47123,0.5,0.2,0.1,0.1,0,0,0.1,0,0,0
03/10/2021,Race_eth_NHOther,2618357,5,3.6,1504731,,,5.2,3.8,0,1.8,5.2,1.1,13,4
03/10/2021,Race_eth_Hispanic,6143663,11.8,8.5,2954631,9.6,4.6,10.2,7.4,0,11.6,10.2,10.8,82,39
03/09/2021,Ages_16-17_yrs,115359,0.2,0.2,43849,1.4,0.5,0.1,0.1,0,0,0.1,0,0,0
03/09/2021,Ages_5-11_yrs,5021,0,0,407,0,0,0,0,0,0,0,0,0,0
03/09/2021,Race_eth_NHWhite,33422247,66.3,47.9,19132946,16.9,9.7,68.2,49.7,0,31.9,68.2,33.9,217,125
03/09/2021,Ages_50-64_yrs,14922192,21.4,21.4,7595526,23.4,11.9,19.7,19.7,0,24.7,19.7,24.8,174,94
03/09/2021,Race_eth_NHOther,2573516,5.1,3.7,1479800,,,5.3,3.8,0,1.9,5.3,1.4,13,5
03/09/2021,Race_eth_NHBlack,3687211,7.3,5.3,1818375,8.9,4.4,6.5,4.7,0,5,6.5,4.9,34,18
03/09/2021,Age_unknown,4898,0,0,751,,,0,0,0,0,0,0,0,0
03/09/2021,Race_eth_unknown,19398656,38.5,27.8,10485409,,,37.4,27.2,0,3.7,37.4,2.7,25,10
03/09/2021,US,69804701,,100,38535570,21,11.6,,100,0,,100,,705,379
03/09/2021,Race_eth_known,50406044,99.9,72.2,28050157,,,99.9,72.8,0,99.9,99.9,99.9,680,369
03/09/2021,Ages_40-49_yrs,7421818,10.6,10.6,4295533,18.2,10.5,11.1,11.1,0,7.7,11.1,6.6,54,25
03/09/2021,Race_eth_NHMultiracial,1292167,2.6,1.9,797803,17.6,10.9,2.8,2.1,0,43.7,2.8,43.9,297,162
03/09/2021,Sex_unknown,844080,1.2,1.2,461314,,,1.2,1.2,0,0,1.2,0,0,0
03/09/2021,Ages_12-17_yrs,121636,0.2,0.2,45265,0.5,0.2,0.1,0.1,0,0,0.1,0,0,0
03/09/2021,Age_known,69799803,99.9,99.9,38534819,,,99.9,99.9,0,99.9,99.9,99.9,705,379
03/09/2021,Race_eth_NHAIAN,660723,1.3,0.9,398812,27.1,16.4,1.4,1,0,0.3,1.4,0.3,2,1
03/09/2021,Ages_<12yrs,16567,0,0,2612,0,0,0,0,0,0,0,0,0,0
03/09/2021,Race_eth_NHMult_Oth,3865683,7.7,5.5,2277603,,,8.1,5.9,0,45.6,8.1,45.3,310,167
03/09/2021,Ages_18-24_yrs,2378528,3.4,3.4,1277615,7.8,4.2,3.3,3.3,0,0.9,3.3,1.1,6,4
03/09/2021,Sex_known,68960621,99.9,98.8,38074256,,,99.9,98.8,0,99.9,99.9,99.9,705,379
03/09/2021,Ages_25-39_yrs,9730546,13.9,13.9,5813020,14.2,8.5,15.1,15.1,0,8.1,15.1,6.1,57,23
03/09/2021,Race_eth_NHAsian,2732954,5.4,3.9,1504419,14.4,7.9,5.4,3.9,0,5.3,5.4,5.1,36,19
03/09/2021,Sex_Female,39534977,57.3,56.6,22453692,23.5,13.3,59,58.3,0,57.9,59,61.2,408,232
03/09/2021,Race_eth_NHNHOPI,122319,0.2,0.2,69910,13.2,7.5,0.2,0.2,0,0.1,0.2,0,1,0
03/09/2021,Ages_65-74_yrs,19780332,28.3,28.3,9756485,62,30.6,25.3,25.3,0,41.6,25.3,45.1,293,171
03/09/2021,Ages_<5yrs,9347,0,0,1826,0,0,0,0,0,0,0,0,0,0
03/09/2021,Ages_75+_yrs,15428184,22.1,22.1,9748763,67.4,42.6,25.3,25.3,0,17.2,25.3,16.4,121,62
03/09/2021,Race_eth_Hispanic,5914907,11.7,8.5,2848092,9.3,4.5,10.2,7.4,0,11.8,10.2,10.6,80,39
03/09/2021,Sex_Male,29425644,42.7,42.2,15620564,18,9.6,41,40.5,0,42.1,41,38.8,297,147
03/09/2021,Ages_12-15_yrs,6277,0,0,1416,0,0,0,0,0,0,0,0,0,0
03/08/2021,Race_eth_NHOther,2535284,5.2,3.7,1456736,,,5.3,3.9,0,2,5.3,1.3,13,5
03/08/2021,Sex_known,67163452,99.9,98.8,36999605,,,99.9,98.8,0,99.9,99.9,99.9,684,386
03/08/2021,Ages_5-11_yrs,4958,0,0,390,0,0,0,0,0,0,0,0,0,0
03/08/2021,Age_unknown,4674,0,0,746,,,0,0,0,0,0,0,0,0
03/08/2021,Race_eth_known,49066641,99.9,72.2,27254793,,,99.9,72.8,0,99.9,99.9,99.9,661,377
03/08/2021,Race_eth_Hispanic,5726168,11.7,8.4,2761457,9,4.3,10.1,7.4,0,11.6,10.1,10.6,77,40
03/08/2021,Ages_18-24_yrs,2297177,3.4,3.4,1249482,7.5,4.1,3.3,3.3,0,0.9,3.3,1,6,4
03/08/2021,Race_eth_unknown,18925624,38.6,27.8,10198196,,,37.4,27.2,0,3.5,37.4,2.4,23,9
03/08/2021,Sex_Female,38567803,57.4,56.7,21870828,22.9,13,59.1,58.4,0,57.7,59.1,60.1,395,232
03/08/2021,Ages_25-39_yrs,9453119,13.9,13.9,5705551,13.8,8.3,15.2,15.2,0,8.2,15.2,6.2,56,24
03/08/2021,Ages_16-17_yrs,108904,0.2,0.2,42763,1.3,0.5,0.1,0.1,0,0,0.1,0,0,0
03/08/2021,Race_eth_NHWhite,32553309,66.3,47.9,18570824,16.5,9.4,68.1,49.6,0,31.8,68.1,34,210,128
03/08/2021,Race_eth_NHAsian,2660736,5.4,3.9,1470681,14,7.7,5.4,3.9,0,5.3,5.4,5.3,35,20
03/08/2021,Ages_65-74_yrs,19372713,28.5,28.5,9377782,60.8,29.4,25,25,0,41.5,25,44.6,284,172
03/08/2021,Ages_<12yrs,16327,0,0,2562,0,0,0,0,0,0,0,0,0,0
03/08/2021,Race_eth_NHMultiracial,1257717,2.6,1.8,783177,17.1,10.7,2.9,2.1,0,43.9,2.9,43.8,290,165
03/08/2021,Sex_Male,28595649,42.6,42.1,15128777,17.5,9.3,40.9,40.4,0,42.3,40.9,39.9,289,154
03/08/2021,Age_known,67987592,99.9,99.9,37452247,,,99.9,99.9,0,99.9,99.9,99.9,684,386
03/08/2021,Ages_50-64_yrs,14303400,21,21,7377900,22.5,11.6,19.7,19.7,0,24.4,19.7,24.1,167,93
03/08/2021,Sex_unknown,828814,1.2,1.2,453388,,,1.2,1.2,0,0,1.2,0,0,0
03/08/2021,Race_eth_NHNHOPI,119521,0.2,0.2,68297,12.9,7.4,0.3,0.2,0,0.2,0.3,0,1,0
03/08/2021,Race_eth_NHBlack,3562480,7.3,5.2,1753868,8.6,4.3,6.4,4.7,0,5,6.4,4.8,33,18
03/08/2021,Ages_<5yrs,9200,0,0,1797,0,0,0,0,0,0,0,0,0,0
03/08/2021,Ages_12-17_yrs,115005,0.2,0.2,44112,0.5,0.2,0.1,0.1,0,0,0.1,0,0,0
03/08/2021,US,67992266,,100,37452993,20.5,11.3,,100,0,,100,,684,386
03/08/2021,Ages_12-15_yrs,6101,0,0,1349,0,0,0,0,0,0,0,0,0,0
03/08/2021,Ages_40-49_yrs,7193149,10.6,10.6,4203337,17.6,10.3,11.2,11.2,0,7.6,11.2,7.3,52,28
03/08/2021,Race_eth_NHAIAN,651426,1.3,1,389753,26.7,16,1.4,1,0,0.3,1.4,0.3,2,1
03/08/2021,Race_eth_NHMult_Oth,3793001,7.7,5.6,2239913,,,8.2,6,0,45.8,8.2,45.1,303,170
03/08/2021,Ages_75+_yrs,15236702,22.4,22.4,9491521,66.5,41.4,25.3,25.3,0,17.4,25.3,16.8,119,65
03/07/2021,Race_eth_NHAsian,2599172,5.4,3.9,1443951,13.7,7.6,5.4,3.9,0,5.3,5.4,5.2,34,20
03/07/2021,Ages_18-24_yrs,2231907,3.4,3.4,1226420,7.3,4,3.4,3.4,0,0.9,3.4,1,6,4
03/07/2021,Race_eth_NHBlack,3460659,7.2,5.2,1700291,8.4,4.1,6.4,4.6,0,4.8,6.4,4.6,31,18
03/07/2021,Ages_25-39_yrs,9229652,13.9,13.9,5620862,13.5,8.2,15.4,15.4,0,8.2,15.4,6.3,55,25
03/07/2021,Race_eth_NHMultiracial,1231083,2.6,1.9,772535,16.8,10.5,2.9,2.1,0,44.3,2.9,43.8,286,170
03/07/2021,Ages_<12yrs,16202,0,0,2533,0,0,0,0,0,0,0,0,0,0
03/07/2021,Race_eth_unknown,18530522,38.6,27.9,9970005,,,37.4,27.2,0,3.4,37.4,2.6,22,10
03/07/2021,Race_eth_known,47976793,99.9,72.1,26630088,,,99.9,72.8,0,99.9,99.9,99.9,645,388
03/07/2021,Sex_Female,37768477,57.5,56.8,21411510,22.4,12.7,59.2,58.5,0,57.7,59.2,59.8,385,238
03/07/2021,Race_eth_NHNHOPI,116859,0.2,0.2,66811,12.6,7.2,0.3,0.2,0,0.2,0.3,0,1,0
03/07/2021,Ages_16-17_yrs,104123,0.2,0.2,41997,1.2,0.5,0.1,0.1,0,0,0.1,0,0,0
03/07/2021,Ages_12-15_yrs,5977,0,0,1326,0,0,0,0,0,0,0,0,0,0
03/07/2021,Race_eth_NHAIAN,644801,1.3,1,384098,26.5,15.8,1.4,1,0,0.3,1.4,0.3,2,1
03/07/2021,Ages_75+_yrs,15080194,22.7,22.7,9294139,65.8,40.6,25.4,25.4,0,17.7,25.4,17.3,118,69
03/07/2021,Race_eth_NHOther,2502964,5.2,3.8,1439647,,,5.4,3.9,0,2,5.4,1.3,13,5
03/07/2021,Race_eth_NHMult_Oth,3734047,7.8,5.6,2212182,,,8.3,6,0,46.4,8.3,45.1,299,175
03/07/2021,Age_unknown,4167,0,0,729,,,0,0,0,0,0,0,0,0
03/07/2021,Ages_40-49_yrs,7007568,10.5,10.5,4131296,17.2,10.1,11.3,11.3,0,7.5,11.3,6.8,50,27
03/07/2021,Age_known,66503149,99.9,99.9,36599368,,,99.9,99.9,0,99.9,99.9,99.9,667,398
03/07/2021,US,66507316,,100,36600097,20,11,,100,0,,100,,667,398
03/07/2021,Ages_5-11_yrs,4939,0,0,387,0,0,0,0,0,0,0,0,0,0
03/07/2021,Sex_known,65692114,99.9,98.8,36152727,,,99.9,98.8,0,99.9,99.9,99.9,667,398
